row,name,cites,wos_docs,cites_per_paper,groupBy,filterBy,filterValues,subject,institution
63,UNIVERSITY OF MICHIGAN,176188,,23.6811827956989247311827956989247311828,Institutions,ResearchFields,ENGINEERING,Engineering,
64,ETH ZURICH,175825,,25.96352628470171293561724748966331955109,Institutions,ResearchFields,ENGINEERING,Engineering,
65,TECHNICAL UNIVERSITY OF DENMARK,175805,,23.17492749802267334563669918270498286317,Institutions,ResearchFields,ENGINEERING,Engineering,
66,XIDIAN UNIVERSITY,174356,,13.89069471000637348629700446144040790312,Institutions,ResearchFields,ENGINEERING,Engineering,
67,UNIVERSITY OF TECHNOLOGY SYDNEY,168393,,26.24579177057356608478802992518703241895,Institutions,ResearchFields,ENGINEERING,Engineering,
68,PENNSYLVANIA COMMONWEALTH SYSTEM OF HIGHER EDUCATION (PCSHE),167105,,19.25172811059907834101382488479262672811,Institutions,ResearchFields,ENGINEERING,Engineering,
69,SUN YAT SEN UNIVERSITY,166616,,16.39437174062776739151825248450260749779,Institutions,ResearchFields,ENGINEERING,Engineering,
70,POLYTECHNIC UNIVERSITY OF MILAN,166125,,18.33811678993266364940942708908268020753,Institutions,ResearchFields,ENGINEERING,Engineering,
71,BEIJING UNIVERSITY OF TECHNOLOGY,165599,,14.41997561825148032044583768721699756183,Institutions,ResearchFields,ENGINEERING,Engineering,
72,CHINA UNIVERSITY OF GEOSCIENCES,163822,,18.78477238848755876619653709436991170737,Institutions,ResearchFields,ENGINEERING,Engineering,
73,SHENZHEN UNIVERSITY,163347,,18.44270068872078581912611493733769899515,Institutions,ResearchFields,ENGINEERING,Engineering,
74,WUHAN UNIVERSITY OF TECHNOLOGY,162645,,16.58289151712887438825448613376835236542,Institutions,ResearchFields,ENGINEERING,Engineering,
75,UNIVERSITY OF CALIFORNIA BERKELEY,162505,,28.65543995767942161876212308234879210016,Institutions,ResearchFields,ENGINEERING,Engineering,
76,UNIVERSITY OF ILLINOIS SYSTEM,161845,,19.34556538369591202486253884771694955773,Institutions,ResearchFields,ENGINEERING,Engineering,
77,UNIVERSITY OF SCIENCE & TECHNOLOGY BEIJING,160283,,17.35415764400173235166738847986141186661,Institutions,ResearchFields,ENGINEERING,Engineering,
78,TEXAS A&M UNIVERSITY SYSTEM,157012,,17.20490905106289721674337058952443567828,Institutions,ResearchFields,ENGINEERING,Engineering,
79,GUANGDONG UNIVERSITY OF TECHNOLOGY,155747,,19.48542474665332165644939321906668334793,Institutions,ResearchFields,ENGINEERING,Engineering,
80,UNIVERSITI MALAYA,153795,,29.34459072696050372066399542072123640527,Institutions,ResearchFields,ENGINEERING,Engineering,
81,PURDUE UNIVERSITY SYSTEM,152335,,18.20229418090572350340542478193332536743,Institutions,ResearchFields,ENGINEERING,Engineering,
82,UNIV BRETAGNE LOIRE,151167,,16.83374164810690423162583518930957683742,Institutions,ResearchFields,ENGINEERING,Engineering,
