row,name,cites,wos_docs,cites_per_paper,groupBy,filterBy,filterValues,subject,institution
103,RUPRECHT KARLS UNIVERSITY HEIDELBERG,60567,,18.64173591874422899353647276084949215143,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
104,UNIVERSITY OF CHICAGO,60541,,23.29395921508272412466333205078876490958,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
105,DEAKIN UNIVERSITY,60411,,21.76972972972972972972972972972972972973,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
106,UNIVERSITY OF WESTERN AUSTRALIA,60406,,21.47387131176679701386420191965872733736,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
107,UNIVERSITY OF PADUA,60166,,20.16962789138451223600402279584311096212,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
108,UNIVERSITY OF CALGARY,59247,,22.67393800229621125143513203214695752009,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
109,CORNELL UNIVERSITY,57940,,22.36202238517946738710922423774604399846,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
110,INDIANA UNIVERSITY BLOOMINGTON,57593,,18.92638843246795925073940190601380216891,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
111,PURDUE UNIVERSITY SYSTEM,57493,,21.73648393194706994328922495274102079395,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
112,TILBURG UNIVERSITY,57336,,20.8722242446305060065526028394612304332,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
113,UNIVERSITY OF BRISTOL,57225,,29.22625127681307456588355464759959141982,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
114,UNIVERSITE PARIS CITE,57169,,16.44677790563866513233601841196777905639,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
115,UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN,57150,,21.37247569184741959611069558713537771129,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
116,WASHINGTON UNIVERSITY (WUSTL),56952,,19.20809443507588532883642495784148397976,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
117,UNIVERSITY OF CALIFORNIA IRVINE,56774,,22.85587761674718196457326892109500805153,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
118,PURDUE UNIVERSITY,55891,,22.04773175542406311637080867850098619329,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
119,UNIVERSITY OF VIRGINIA,54968,,22.92243536280233527939949958298582151793,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
120,UNIVERSITY OF FLORIDA,53334,,19.27502710516805204192265992049150704734,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
121,UNIVERSITY OF CONNECTICUT,53183,,19.39569657184536834427425237053245805981,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
122,UNIVERSITY OF MISSOURI SYSTEM,53102,,17.17955354254286638628275638951795535425,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
123,CITY UNIVERSITY OF NEW YORK (CUNY) SYSTEM,52729,,18.02700854700854700854700854700854700855,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
124,RUTGERS UNIVERSITY SYSTEM,52720,,16.03894128384545177973836324916337085488,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
125,UNIVERSITY OF MASSACHUSETTS SYSTEM,52487,,16.34090909090909090909090909090909090909,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
126,VIRGINIA COMMONWEALTH UNIVERSITY,52195,,21.26069246435845213849287169042769857434,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
127,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,51994,,22.29588336192109777015437392795883361921,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
128,CARDIFF UNIVERSITY,51726,,27.08167539267015706806282722513089005236,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
129,UNIVERSITY OF OTTAWA,51417,,17.853125,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
130,UNIVERSITY OF HONG KONG,51367,,17.34785545423843296183721715636609253631,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
131,SAPIENZA UNIVERSITY ROME,50937,,16.37845659163987138263665594855305466238,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
132,UNIVERSITY OF HAMBURG,50917,,16.48866580310880829015544041450777202073,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
133,TEL AVIV UNIVERSITY,50839,,17.26868206521739130434782608695652173913,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
134,UNIVERSITY OF ALABAMA SYSTEM,50387,,17.48941339812565081568899687608469281499,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
135,RUTGERS UNIVERSITY NEW BRUNSWICK,50372,,16.19678456591639871382636655948553054662,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
136,UNIVERSITE DE MONTREAL,49196,,14.83594692400482509047044632086851628468,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
137,CHARITE UNIVERSITATSMEDIZIN BERLIN,48688,,20.76247334754797441364605543710021321962,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
138,UNIVERSITY OF UTAH,48681,,20.01685855263157894736842105263157894737,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
139,MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),48471,,36.25355272999252056843679880329094988781,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
140,UNIVERSITY OF ILLINOIS CHICAGO,46908,,21.1392519152771518702118071203244704822,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
141,UNIVERSITY OF ILLINOIS CHICAGO HOSPITAL,46795,,21.15506329113924050632911392405063291139,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
142,NATIONAL UNIVERSITY OF SINGAPORE,46706,,22.76120857699805068226120857699805068226,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
143,MACQUARIE UNIVERSITY,46461,,19.14338689740420271940667490729295426452,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
144,UNIVERSITY OF NOTTINGHAM,45927,,23.0325977933801404212637913741223671013,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
145,UNIVERSITY OF BERN,45840,,20.57450628366247755834829443447037701975,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
146,AUSTRALIAN CATHOLIC UNIVERSITY,45270,,31.30705394190871369294605809128630705394,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
147,UNIVERSITY OF GEORGIA,45095,,20.00665483584738243123336291038154392192,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
148,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,45007,,27.03123123123123123123123123123123123123,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
149,UNIVERSITY OF ROCHESTER,44874,,23.50654793085385018334206390780513357779,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
150,WESTERN UNIVERSITY (UNIVERSITY OF WESTERN ONTARIO),44577,,17.96011281224818694601128122481869460113,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
151,CHINESE UNIVERSITY OF HONG KONG,44491,,18.47632890365448504983388704318936877076,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
152,UNIVERSITY OF MIAMI,44448,,18.72283066554338668913226621735467565291,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
153,UNIVERSIDADE DE SAO PAULO,44392,,17.97246963562753036437246963562753036437,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
154,PEKING UNIVERSITY,44386,,15.55220742817098808689558514365802382621,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
155,TEMPLE UNIVERSITY,44214,,20.67040673211781206171107994389901823282,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
